"code"	"name"	"estimated_value"	"estimated_growth_rate"	"today_net_unit_value"	"today_daily_growth_rate"	"estimation_bias"	"yesterday_net_unit_value"	"is_buy"
"004345"	"南方深证成份ETF联接C"	"0.8500"	"1.46%"	"---"	"---"	"---"	"0.8377"	"1"
"004875"	"融通深证成份指数C"	"0.8837"	"1.46%"	"---"	"---"	"---"	"0.8710"	"1"
"003823"	"中信建投轮换混合C"	"1.2603"	"1.46%"	"---"	"---"	"---"	"1.2422"	"1"
"005311"	"万家经济新动能混合A"	"1.3493"	"1.46%"	"---"	"---"	"---"	"1.3298"	"1"
"160424"	"华安创业板50ETF联接C"	"1.2608"	"1.46%"	"---"	"---"	"---"	"1.2426"	"1"
"000039"	"农银高增长混合"	"2.0631"	"1.45%"	"---"	"---"	"---"	"2.0335"	"1"
"610006"	"信达澳银产业升级混合"	"1.3705"	"1.45%"	"---"	"---"	"---"	"1.3510"	"1"
"151001"	"银河稳健混合"	"1.5455"	"1.45%"	"---"	"---"	"---"	"1.5233"	"1"
"000924"	"宝盈先进制造混合A"	"1.5329"	"1.45%"	"---"	"---"	"---"	"1.5110"	"1"
"001242"	"博时中证淘金大数据100A"	"0.9404"	"1.45%"	"---"	"---"	"---"	"0.9269"	"1"
"001225"	"中邮趋势精选灵活配置混合"	"0.5032"	"1.45%"	"---"	"---"	"---"	"0.4960"	"1"
"001243"	"博时中证淘金大数据100I"	"0.9406"	"1.45%"	"---"	"---"	"---"	"0.9271"	"0"
"570007"	"诺德优选30混合"	"1.5004"	"1.45%"	"---"	"---"	"---"	"1.4790"	"1"
"003984"	"嘉实新能源新材料股票A"	"1.2855"	"1.45%"	"---"	"---"	"---"	"1.2672"	"1"
"003985"	"嘉实新能源新材料股票C"	"1.2763"	"1.45%"	"---"	"---"	"---"	"1.2581"	"1"
"004341"	"农银尖端科技混合"	"1.2208"	"1.45%"	"---"	"---"	"---"	"1.2034"	"1"
"166301"	"华商新趋势优选灵活配置混合"	"3.5465"	"1.45%"	"---"	"---"	"---"	"3.4960"	"1"
"001178"	"前海开源再融资股票"	"1.5339"	"1.45%"	"---"	"---"	"---"	"1.5120"	"1"
"040007"	"华安中小盘成长混合"	"1.8377"	"1.45%"	"---"	"---"	"---"	"1.8114"	"1"
"005275"	"中欧创新成长灵活配置混合A"	"1.2555"	"1.45%"	"---"	"---"	"---"	"1.2376"	"1"
"005395"	"泓德臻远回报混合"	"1.1794"	"1.45%"	"---"	"---"	"---"	"1.1625"	"1"
"005276"	"中欧创新成长灵活配置混合C"	"1.2391"	"1.45%"	"---"	"---"	"---"	"1.2214"	"1"
"003822"	"中信建投轮换混合A"	"1.2646"	"1.45%"	"---"	"---"	"---"	"1.2465"	"1"
"007579"	"宝盈先进制造混合C"	"1.5299"	"1.45%"	"---"	"---"	"---"	"1.5080"	"1"
"007343"	"嘉实科技创新混合"	"1.2244"	"1.45%"	"---"	"---"	"---"	"1.2069"	"0"
"180031"	"银华中小盘混合"	"2.4822"	"1.44%"	"---"	"---"	"---"	"2.4470"	"1"
"233006"	"大摩领先优势混合"	"2.0553"	"1.44%"	"---"	"---"	"---"	"2.0261"	"1"
"375010"	"上投摩根中国优势混合"	"1.2390"	"1.44%"	"---"	"---"	"---"	"1.2214"	"1"
"519773"	"交银数据产业灵活配置混合"	"1.2386"	"1.44%"	"---"	"---"	"---"	"1.2210"	"1"
"002345"	"华夏高端制造混合"	"0.7781"	"1.44%"	"---"	"---"	"---"	"0.7670"	"1"
"001463"	"光大一带一路混合"	"0.8673"	"1.44%"	"---"	"---"	"---"	"0.8550"	"1"
"501007"	"汇添富中证互联网医疗指数A"	"1.0031"	"1.44%"	"---"	"---"	"---"	"0.9888"	"1"
"501008"	"汇添富中证互联网医疗指数C"	"0.9960"	"1.44%"	"---"	"---"	"---"	"0.9818"	"1"
"001933"	"华商新兴活力混合"	"1.0449"	"1.44%"	"---"	"---"	"---"	"1.0300"	"1"
"005793"	"华富可转债债券"	"1.1547"	"1.44%"	"---"	"---"	"---"	"1.1383"	"1"
"005711"	"永赢惠添利灵活配置混合"	"1.6582"	"1.44%"	"---"	"---"	"---"	"1.6347"	"1"
"006551"	"中庚价值领航混合"	"1.2582"	"1.44%"	"---"	"---"	"---"	"1.2403"	"1"
"501071"	"泓德三年封闭丰泽混合"	"1.2488"	"1.44%"	"---"	"---"	"---"	"1.2311"	"0"
"000209"	"信诚新兴产业混合"	"1.3987"	"1.43%"	"---"	"---"	"---"	"1.3790"	"1"
"001070"	"建信信息产业股票"	"1.5042"	"1.43%"	"---"	"---"	"---"	"1.4830"	"1"
"519655"	"银河服务混合"	"1.1451"	"1.43%"	"---"	"---"	"---"	"1.1290"	"1"
"002560"	"诺安和鑫灵活配置混合"	"1.0902"	"1.43%"	"---"	"---"	"---"	"1.0748"	"1"
"164905"	"交银国证新能源指数分级"	"0.9738"	"1.43%"	"---"	"---"	"---"	"0.9600"	"0"
"519196"	"万家新兴蓝筹灵活配置混合"	"1.0416"	"1.43%"	"---"	"---"	"---"	"1.0269"	"1"
"001220"	"民生加银研究精选混合"	"0.9199"	"1.43%"	"---"	"---"	"---"	"0.9070"	"1"
"320014"	"诺安沪深300指数增强"	"1.1792"	"1.43%"	"---"	"---"	"---"	"1.1626"	"1"
"673110"	"西部利得新润混合"	"1.2283"	"1.43%"	"---"	"---"	"---"	"1.2110"	"1"
"005076"	"创金合信优选回报灵活配置混合"	"1.1064"	"1.43%"	"---"	"---"	"---"	"1.0908"	"1"
"006252"	"永赢消费主题A"	"1.6286"	"1.43%"	"---"	"---"	"---"	"1.6056"	"1"
"006253"	"永赢消费主题C"	"1.6238"	"1.43%"	"---"	"---"	"---"	"1.6008"	"1"
"007473"	"华夏创蓝筹ETF联接C"	"1.1449"	"1.43%"	"---"	"---"	"---"	"1.1287"	"1"
"007472"	"华夏创蓝筹ETF联接A"	"1.1470"	"1.43%"	"---"	"---"	"---"	"1.1308"	"1"
"290005"	"泰信优势增长混合"	"1.2779"	"1.42%"	"---"	"---"	"---"	"1.2600"	"1"
"161028"	"富国中证新能源汽车指数分级"	"1.1004"	"1.42%"	"---"	"---"	"---"	"1.0850"	"1"
"003299"	"嘉实物流产业股票C"	"1.4239"	"1.42%"	"---"	"---"	"---"	"1.4040"	"1"
"001956"	"国联安科技动力"	"1.2838"	"1.42%"	"---"	"---"	"---"	"1.2658"	"1"
"161030"	"富国中证体育产业指数分级"	"1.4346"	"4.18%"	"---"	"---"	"---"	"1.3770"	"1"
"004347"	"南方中证500信息技术联接C"	"1.0984"	"3.74%"	"---"	"---"	"---"	"1.0588"	"1"
"002900"	"南方中证500信息技术联接A"	"1.1079"	"3.74%"	"---"	"---"	"---"	"1.0679"	"1"
"001617"	"天弘中证电子指数A"	"1.0806"	"3.36%"	"---"	"---"	"---"	"1.0454"	"1"
"001618"	"天弘中证电子指数C"	"1.0690"	"3.36%"	"---"	"---"	"---"	"1.0342"	"1"
"160224"	"国泰深证TMT50指数分级"	"1.1041"	"3.14%"	"---"	"---"	"---"	"1.0705"	"1"
"217019"	"招商深证TMT50ETF联接A"	"1.5114"	"3.14%"	"---"	"---"	"---"	"1.4655"	"1"
"004409"	"招商深证TMT50ETF联接C"	"1.4997"	"3.14%"	"---"	"---"	"---"	"1.4541"	"1"
"163116"	"申万菱信申万电子分级"	"1.1679"	"3.12%"	"---"	"---"	"---"	"1.1326"	"1"
"000985"	"嘉实逆向策略股票"	"1.4050"	"3.08%"	"---"	"---"	"---"	"1.3630"	"1"
"000942"	"广发信息技术联接A"	"1.0954"	"3.02%"	"---"	"---"	"---"	"1.0633"	"1"
"002974"	"广发信息技术联接C"	"1.0900"	"3.02%"	"---"	"---"	"---"	"1.0580"	"1"
"070021"	"嘉实主题新动力混合"	"2.1149"	"3.02%"	"---"	"---"	"---"	"2.0530"	"1"
"160626"	"鹏华信息分级"	"1.3213"	"2.98%"	"---"	"---"	"---"	"1.2830"	"1"
"160629"	"鹏华传媒分级"	"0.9810"	"2.94%"	"---"	"---"	"---"	"0.9530"	"1"
"164818"	"工银中证传媒指数分级"	"0.9999"	"2.94%"	"---"	"---"	"---"	"0.9714"	"1"
"004752"	"广发中证传媒ETF联接A"	"0.8127"	"2.94%"	"---"	"---"	"---"	"0.7895"	"1"
"004753"	"广发中证传媒ETF联接C"	"0.8154"	"2.94%"	"---"	"---"	"---"	"0.7921"	"1"
"213006"	"宝盈核心优势混合A"	"1.1537"	"2.92%"	"---"	"---"	"---"	"1.1410"	"1"
"000241"	"宝盈核心优势混合C"	"1.1404"	"2.91%"	"---"	"---"	"---"	"1.1392"	"0"
"165524"	"信诚中证智能家居指数分级"	"1.3068"	"2.90%"	"---"	"---"	"---"	"1.2700"	"1"
"165522"	"信诚中证TMT产业主题分级"	"1.2139"	"2.87%"	"---"	"---"	"---"	"1.1800"	"1"
"001361"	"景顺中证TMT150ETF联接"	"0.5994"	"2.81%"	"---"	"---"	"---"	"0.5830"	"1"
"165523"	"信诚中证信息安全指数分级"	"1.3235"	"2.68%"	"---"	"---"	"---"	"1.2890"	"1"
"001740"	"光大中国制造2025混合"	"1.2541"	"2.62%"	"---"	"---"	"---"	"1.2220"	"1"
"161631"	"融通人工智能指数(LOF)"	"1.1734"	"2.55%"	"---"	"---"	"---"	"1.1443"	"1"
"164402"	"前海开源中航军工"	"1.0252"	"2.52%"	"---"	"---"	"---"	"1.0000"	"1"
"001629"	"天弘中证计算机主题指数A"	"0.7822"	"2.52%"	"---"	"---"	"---"	"0.7630"	"1"
"001630"	"天弘中证计算机主题指数C"	"0.7745"	"2.52%"	"---"	"---"	"---"	"0.7555"	"1"
"000601"	"华宝创新优选混合"	"1.3234"	"2.51%"	"---"	"---"	"---"	"1.2910"	"1"
"501019"	"国泰国证航天军工指数"	"0.8220"	"2.48%"	"---"	"---"	"---"	"0.8021"	"1"
"160137"	"南方中证互联网指数分级"	"1.2199"	"2.45%"	"---"	"---"	"---"	"1.1907"	"1"
"001838"	"国投瑞银国家安全混合"	"0.6895"	"2.45%"	"---"	"---"	"---"	"0.6730"	"1"
"160643"	"鹏华中证空天一体(LOF)"	"0.8401"	"2.43%"	"---"	"---"	"---"	"0.8202"	"1"
"160630"	"鹏华中证国防指数分级"	"0.7588"	"2.40%"	"---"	"---"	"---"	"0.7410"	"1"
"673020"	"西部利得成长精选混合"	"1.2048"	"2.36%"	"---"	"---"	"---"	"1.1770"	"1"
"003397"	"银华体育文化灵活配置混合"	"1.1495"	"2.36%"	"---"	"---"	"---"	"1.1230"	"1"
"720001"	"财通价值动量混合"	"2.5598"	"2.35%"	"---"	"---"	"---"	"2.5010"	"1"
"162703"	"广发小盘成长混合(LOF)"	"2.0905"	"2.33%"	"---"	"---"	"---"	"2.0428"	"1"
"210008"	"金鹰策略配置混合"	"1.2012"	"2.32%"	"---"	"---"	"---"	"1.1740"	"1"
"004315"	"前海开源沪港深新硬件C"	"1.5482"	"2.32%"	"---"	"---"	"---"	"1.5131"	"1"
"004314"	"前海开源沪港深新硬件A"	"1.2914"	"2.32%"	"---"	"---"	"---"	"1.2621"	"1"
"260115"	"景顺长城中小盘混合"	"1.3034"	"2.31%"	"---"	"---"	"---"	"1.2740"	"1"
"519005"	"海富通股票混合"	"0.9841"	"2.30%"	"---"	"---"	"---"	"0.9620"	"1"
"360007"	"光大优势配置混合"	"0.9144"	"2.28%"	"---"	"---"	"---"	"0.8940"	"1"
"580001"	"东吴嘉禾优势精选混合"	"0.8252"	"2.26%"	"---"	"---"	"---"	"0.8070"	"1"
"001844"	"九泰久益混合C"	"1.2844"	"2.26%"	"---"	"---"	"---"	"1.2560"	"1"
"001782"	"九泰久益混合A"	"1.3385"	"2.25%"	"---"	"---"	"---"	"1.3090"	"1"
"003745"	"广发多元新兴股票"	"1.5954"	"2.25%"	"---"	"---"	"---"	"1.5604"	"1"
"005328"	"前海开源价值策略股票"	"0.9781"	"2.25%"	"---"	"---"	"---"	"0.9566"	"1"
"000965"	"汇丰晋信新动力混合"	"1.0368"	"2.25%"	"---"	"---"	"---"	"1.0140"	"1"
"000586"	"景顺长城中小板创业板精选股票"	"1.7289"	"2.24%"	"---"	"---"	"---"	"1.6910"	"1"
"540010"	"汇丰晋信科技先锋股票"	"2.2930"	"2.21%"	"---"	"---"	"---"	"2.2435"	"1"
"001475"	"易方达国防军工混合"	"0.8085"	"2.21%"	"---"	"---"	"---"	"0.7910"	"1"
"540007"	"汇丰晋信中小盘股票"	"1.3557"	"2.20%"	"---"	"---"	"---"	"1.3266"	"1"
"163115"	"申万菱信中证军工指数分级"	"1.0268"	"2.20%"	"---"	"---"	"---"	"1.0047"	"1"
"000596"	"前海开源中证军工指数A"	"1.2234"	"2.20%"	"---"	"---"	"---"	"1.1970"	"1"
"000534"	"长盛高端装备混合"	"1.7742"	"2.20%"	"---"	"---"	"---"	"1.7360"	"1"
"161628"	"融通军工分级"	"0.8227"	"2.20%"	"---"	"---"	"---"	"0.8050"	"1"
"002199"	"前海开源中证军工指数C"	"0.6245"	"2.20%"	"---"	"---"	"---"	"0.6110"	"1"
"161024"	"富国中证军工指数分级"	"1.1232"	"2.20%"	"---"	"---"	"---"	"1.0990"	"1"
"003017"	"广发中证军工ETF联接A"	"0.7593"	"2.20%"	"---"	"---"	"---"	"0.7429"	"1"
"502003"	"易方达军工分级"	"1.2235"	"2.20%"	"---"	"---"	"---"	"1.1971"	"1"
"005693"	"广发中证军工ETF联接C"	"0.7595"	"2.20%"	"---"	"---"	"---"	"0.7431"	"1"
"006154"	"华安制造先锋混合"	"1.7012"	"2.20%"	"---"	"---"	"---"	"1.6646"	"1"
"005496"	"创金合信科技成长股票C"	"1.3057"	"2.16%"	"---"	"---"	"---"	"1.2782"	"1"
"005495"	"创金合信科技成长股票A"	"1.3222"	"2.15%"	"---"	"---"	"---"	"1.2943"	"1"
"519674"	"银河创新成长混合"	"4.1897"	"2.14%"	"---"	"---"	"---"	"4.1019"	"1"
"590008"	"中邮战略新兴产业混合"	"3.9867"	"2.14%"	"---"	"---"	"---"	"3.9030"	"1"
"005210"	"东吴双三角C"	"0.9336"	"2.14%"	"---"	"---"	"---"	"0.9141"	"1"
"005209"	"东吴双三角A"	"0.9450"	"2.14%"	"---"	"---"	"---"	"0.9252"	"1"
"160636"	"鹏华互联网分级"	"1.1030"	"2.13%"	"---"	"---"	"---"	"1.0800"	"1"
"001986"	"前海开源人工智能主题混合"	"1.2879"	"2.13%"	"---"	"---"	"---"	"1.2610"	"1"
"161025"	"富国中证移动互联网指数分级"	"1.0764"	"2.13%"	"---"	"---"	"---"	"1.0540"	"1"
"001541"	"汇添富民营新动力股票"	"1.0581"	"2.13%"	"---"	"---"	"---"	"1.0360"	"1"
"290012"	"泰信行业精选混合A"	"1.4327"	"2.12%"	"---"	"---"	"---"	"1.4030"	"1"
"100060"	"富国高新技术产业混合"	"2.3263"	"2.12%"	"---"	"---"	"---"	"2.2780"	"1"
"001301"	"大成睿景灵活配置混合C"	"0.7904"	"2.12%"	"---"	"---"	"---"	"0.7740"	"1"
"002583"	"泰信行业精选混合C"	"1.4327"	"2.12%"	"---"	"---"	"---"	"1.4030"	"0"
"070030"	"嘉实中创400ETF联接A"	"1.4147"	"2.12%"	"---"	"---"	"---"	"1.3854"	"1"
"002939"	"广发创新升级混合"	"1.8888"	"2.12%"	"---"	"---"	"---"	"1.8497"	"1"
"005727"	"嘉实中创400ETF联接C"	"0.8588"	"2.12%"	"---"	"---"	"---"	"0.8410"	"1"
"006502"	"财通集成电路产业股票A"	"1.3979"	"2.12%"	"---"	"---"	"---"	"1.3689"	"1"
"006503"	"财通集成电路产业股票C"	"1.3863"	"2.12%"	"---"	"---"	"---"	"1.3576"	"1"
"007341"	"南方科技创新混合C"	"1.4385"	"2.12%"	"---"	"---"	"---"	"1.4086"	"0"
"007340"	"南方科技创新混合A"	"1.4454"	"2.12%"	"---"	"---"	"---"	"1.4154"	"0"
"002692"	"富国创新科技混合"	"1.5662"	"2.10%"	"---"	"---"	"---"	"1.5340"	"1"
"002707"	"大摩科技领先混合"	"0.9853"	"2.09%"	"---"	"---"	"---"	"0.9651"	"1"
"001300"	"大成睿景灵活配置混合A"	"0.8207"	"2.08%"	"---"	"---"	"---"	"0.8040"	"1"
"000698"	"宝盈科技30混合"	"2.0180"	"2.08%"	"---"	"---"	"---"	"1.9770"	"1"
"005911"	"广发双擎升级混合"	"2.2207"	"2.08%"	"---"	"---"	"---"	"2.1756"	"1"
"001480"	"财通成长优选混合"	"1.3025"	"2.07%"	"---"	"---"	"---"	"1.2760"	"1"
"006736"	"国投瑞银先进制造混合"	"1.3006"	"2.07%"	"---"	"---"	"---"	"1.2742"	"1"
"000219"	"博时裕益混合"	"1.4962"	"2.06%"	"---"	"---"	"---"	"1.4660"	"1"
"005265"	"博时厚泽回报混合A"	"1.1614"	"2.06%"	"---"	"---"	"---"	"1.1379"	"1"
"005266"	"博时厚泽回报混合C"	"1.1422"	"2.06%"	"---"	"---"	"---"	"1.1192"	"1"
"006265"	"红土创新新科技股票"	"1.5103"	"2.03%"	"---"	"---"	"---"	"1.4803"	"1"
"100039"	"富国通胀通缩主题轮动混合"	"2.2914"	"2.02%"	"---"	"---"	"---"	"2.2460"	"1"
"002236"	"大成360互联网+大数据100A"	"1.0732"	"2.01%"	"---"	"---"	"---"	"1.0520"	"1"
"003359"	"大成360互联网+大数据100C"	"1.0558"	"2.01%"	"---"	"---"	"---"	"1.0350"	"1"
"007042"	"前海联合泳隽混合C"	"1.0047"	"2.01%"	"---"	"---"	"---"	"0.9849"	"0"
"501075"	"万家科创3年封闭混合A"	"1.1114"	"2.00%"	"---"	"---"	"---"	"1.0896"	"0"
"519732"	"交银定期支付双息平衡混合"	"3.7220"	"1.97%"	"---"	"---"	"---"	"3.6500"	"1"
"162607"	"景顺长城资源垄断混合"	"0.6047"	"1.97%"	"---"	"---"	"---"	"0.5930"	"1"
"000706"	"中邮多策略灵活配置混合"	"1.0993"	"1.97%"	"---"	"---"	"---"	"1.0780"	"1"
"002244"	"景顺长城低碳科技主题混合"	"1.1502"	"1.97%"	"---"	"---"	"---"	"1.1280"	"1"
"006257"	"信达澳银先进智造股票型"	"1.4068"	"1.97%"	"---"	"---"	"---"	"1.3797"	"1"
"003366"	"浙商汇金中证转型成长指数"	"0.8626"	"1.96%"	"---"	"---"	"---"	"0.8460"	"1"
"360016"	"光大行业轮动混合"	"1.2734"	"1.95%"	"---"	"---"	"---"	"1.2490"	"1"
"001410"	"信达澳银新能源产业股票"	"2.3062"	"1.95%"	"---"	"---"	"---"	"2.2620"	"1"
"001975"	"景顺长城环保优势股票"	"1.9402"	"1.95%"	"---"	"---"	"---"	"1.9030"	"1"
"003853"	"金鹰信息产业股票A"	"1.5943"	"1.95%"	"---"	"---"	"---"	"1.5639"	"1"
"005885"	"金鹰信息产业股票C"	"1.6023"	"1.95%"	"---"	"---"	"---"	"1.5717"	"1"
"590001"	"中邮核心优选混合"	"1.2693"	"1.95%"	"---"	"---"	"---"	"1.2450"	"1"
"501077"	"富国科创主题混合"	"1.2028"	"1.95%"	"---"	"---"	"---"	"1.1798"	"0"
"585001"	"东吴中证新兴指数"	"1.1356"	"1.94%"	"---"	"---"	"---"	"1.1140"	"1"
"398041"	"中海量化策略混合"	"1.0948"	"1.94%"	"---"	"---"	"---"	"1.0740"	"1"
"001959"	"华商乐享互联灵活配置混合"	"0.9491"	"1.94%"	"---"	"---"	"---"	"0.9310"	"1"
"001268"	"富国国家安全主题混合"	"0.7676"	"1.94%"	"---"	"---"	"---"	"0.7530"	"1"
"001075"	"宝盈转型动力混合"	"0.7513"	"1.94%"	"---"	"---"	"---"	"0.7370"	"1"
"550009"	"信诚中小盘混合"	"1.8908"	"1.93%"	"---"	"---"	"---"	"1.8550"	"1"
"040015"	"华安动态灵活配置混合"	"1.9510"	"1.93%"	"---"	"---"	"---"	"1.9140"	"1"
"002132"	"广发鑫享混合"	"1.1569"	"1.93%"	"---"	"---"	"---"	"1.1350"	"0"
"519668"	"银河成长混合"	"1.4475"	"1.93%"	"---"	"---"	"---"	"1.4200"	"1"
"005239"	"银华文体娱乐量化股票发起式A"	"0.8188"	"1.93%"	"---"	"---"	"---"	"0.8033"	"1"
"005609"	"富国军工主题混合"	"1.0284"	"1.93%"	"---"	"---"	"---"	"1.0089"	"1"
"005851"	"财通新视野灵活配置混合A"	"1.2211"	"1.93%"	"---"	"---"	"---"	"1.1980"	"1"
"005959"	"财通新视野灵活配置混合C"	"1.2068"	"1.93%"	"---"	"---"	"---"	"1.1840"	"1"
"008282"	"国泰CES半导体行业ETF联接C"	"1.0433"	"1.93%"	"---"	"---"	"---"	"1.0236"	"1"
"008281"	"国泰CES半导体行业ETF联接A"	"1.0435"	"1.93%"	"---"	"---"	"---"	"1.0238"	"1"
"610002"	"信达澳银精华配置混合"	"1.9762"	"1.92%"	"---"	"---"	"---"	"1.9390"	"1"
"519772"	"交银新生活力灵活配置混合"	"1.9661"	"1.92%"	"---"	"---"	"---"	"1.9290"	"1"
"001966"	"圆信永丰兴源灵活配置混合C"	"1.2026"	"1.92%"	"---"	"---"	"---"	"1.1800"	"1"
"001965"	"圆信永丰兴源灵活配置混合A"	"1.2067"	"1.92%"	"---"	"---"	"---"	"1.1840"	"1"
"005240"	"银华文体娱乐量化股票发起式C"	"0.8236"	"1.92%"	"---"	"---"	"---"	"0.8081"	"1"
"168102"	"九泰锐富事件驱动混合"	"1.1384"	"1.92%"	"---"	"---"	"---"	"1.1170"	"0"
"007873"	"华宝科技ETF联接A"	"1.1122"	"1.91%"	"---"	"---"	"---"	"1.0914"	"1"
"007874"	"华宝科技ETF联接C"	"1.1110"	"1.91%"	"---"	"---"	"---"	"1.0902"	"1"
"260101"	"景顺长城优选混合"	"2.5245"	"1.90%"	"---"	"---"	"---"	"2.4774"	"1"
"001985"	"富国低碳新经济混合"	"1.7088"	"1.89%"	"---"	"---"	"---"	"1.6770"	"1"
"002620"	"中邮未来新蓝筹混合"	"1.6720"	"1.89%"	"---"	"---"	"---"	"1.6410"	"1"
"001438"	"易方达瑞享混合E"	"1.2062"	"1.88%"	"---"	"---"	"---"	"1.1840"	"1"
"000995"	"建信睿盈灵活配置混合C"	"0.9964"	"1.88%"	"---"	"---"	"---"	"0.9780"	"1"
"540008"	"汇丰晋信低碳先锋股票"	"1.2065"	"1.88%"	"---"	"---"	"---"	"1.1843"	"1"
"501046"	"财通多策略福鑫定开混合"	"1.5203"	"1.88%"	"---"	"---"	"---"	"1.4923"	"0"
"005963"	"宝盈人工智能股票C"	"1.6921"	"1.88%"	"---"	"---"	"---"	"1.6608"	"1"
"005962"	"宝盈人工智能股票A"	"1.7102"	"1.88%"	"---"	"---"	"---"	"1.6786"	"1"
"000994"	"建信睿盈灵活配置混合A"	"1.0421"	"1.87%"	"---"	"---"	"---"	"1.0230"	"1"
"001437"	"易方达瑞享混合I"	"1.4730"	"1.87%"	"---"	"---"	"---"	"1.4460"	"1"
"000242"	"景顺长城策略精选灵活配置混合"	"1.2846"	"1.87%"	"---"	"---"	"---"	"1.2610"	"1"
"590006"	"中邮中小盘灵活配置混合"	"1.5148"	"1.87%"	"---"	"---"	"---"	"1.4870"	"1"
"001276"	"建信新经济灵活配置混合"	"0.8323"	"1.87%"	"---"	"---"	"---"	"0.8170"	"1"
"161036"	"富国中证娱乐主题指数增强型"	"0.6777"	"1.86%"	"---"	"---"	"---"	"0.6653"	"1"
"001018"	"易方达新经济混合"	"1.9679"	"1.86%"	"---"	"---"	"---"	"1.9320"	"1"
"000354"	"长盛城镇化主题混合"	"1.3832"	"1.85%"	"---"	"---"	"---"	"1.3580"	"1"
"210003"	"金鹰行业优势混合"	"1.2649"	"1.85%"	"---"	"---"	"---"	"1.2419"	"1"
"002482"	"宝盈互联网沪港深混合"	"1.7192"	"1.85%"	"---"	"---"	"---"	"1.6880"	"1"
"003511"	"长盛可转债债券C"	"1.1766"	"1.85%"	"---"	"---"	"---"	"1.1552"	"1"
"001573"	"南方互联网+灵活配置混合"	"1.1926"	"1.85%"	"---"	"---"	"---"	"1.1710"	"1"
"003510"	"长盛可转债债券A"	"1.1668"	"1.85%"	"---"	"---"	"---"	"1.1456"	"1"
"000612"	"华宝生态中国混合"	"2.1620"	"1.84%"	"---"	"---"	"---"	"2.1230"	"1"
"000756"	"建信潜力新蓝筹股票"	"1.4441"	"1.84%"	"---"	"---"	"---"	"1.4180"	"1"
"168108"	"九泰锐诚混合(LOF)"	"1.2481"	"1.84%"	"---"	"---"	"---"	"1.2256"	"1"
"002634"	"华宝未来主导混合"	"0.8942"	"1.84%"	"---"	"---"	"---"	"0.8780"	"1"
"110013"	"易方达科翔混合"	"3.1640"	"1.83%"	"---"	"---"	"---"	"3.1070"	"1"
"240004"	"华宝动力组合"	"1.4462"	"1.83%"	"---"	"---"	"---"	"1.4203"	"1"
"001279"	"中海积极增利混合"	"1.1537"	"1.83%"	"---"	"---"	"---"	"1.1330"	"1"
"002945"	"大成盛世精选灵活配置混合"	"1.0682"	"1.83%"	"---"	"---"	"---"	"1.0490"	"1"
"005288"	"海富通创业板增强A"	"1.1224"	"1.83%"	"---"	"---"	"---"	"1.1022"	"1"
"005287"	"海富通创业板增强C"	"1.1159"	"1.83%"	"---"	"---"	"---"	"1.0958"	"1"
"000309"	"大摩品质生活精选股票"	"2.0456"	"1.82%"	"---"	"---"	"---"	"2.0090"	"1"
"000800"	"华商未来主题混合"	"0.7168"	"1.82%"	"---"	"---"	"---"	"0.7040"	"1"
"001210"	"天弘互联网混合"	"0.8797"	"1.82%"	"---"	"---"	"---"	"0.8639"	"1"
"040022"	"华安可转债债券A"	"1.2819"	"1.82%"	"---"	"---"	"---"	"1.2590"	"1"
"000827"	"广发百发100指数E"	"1.1730"	"1.82%"	"---"	"---"	"---"	"1.1520"	"1"
"040023"	"华安可转债债券B"	"1.2412"	"1.82%"	"---"	"---"	"---"	"1.2190"	"1"
"000826"	"广发百发100指数A"	"1.1750"	"1.82%"	"---"	"---"	"---"	"1.1540"	"1"
"050010"	"博时特许价值混合A"	"2.0344"	"1.82%"	"---"	"---"	"---"	"1.9980"	"1"
"000940"	"富国中小盘精选混合"	"1.5913"	"1.81%"	"---"	"---"	"---"	"1.5630"	"1"
"007490"	"南方信息创新混合A"	"1.4828"	"1.81%"	"---"	"---"	"---"	"1.4564"	"1"
"007491"	"南方信息创新混合C"	"1.4773"	"1.81%"	"---"	"---"	"---"	"1.4510"	"1"
"000866"	"华宝制造股票"	"1.2409"	"1.80%"	"---"	"---"	"---"	"1.2190"	"1"
"001644"	"汇丰晋信智造先锋股票C"	"1.1639"	"1.80%"	"---"	"---"	"---"	"1.1433"	"1"
"000969"	"前海开源大安全混合"	"1.1351"	"1.80%"	"---"	"---"	"---"	"1.1150"	"1"
"001978"	"泰信互联网+混合"	"1.1697"	"1.80%"	"---"	"---"	"---"	"1.1490"	"1"
"163119"	"申万中证申万新兴健康产业指数A"	"0.8664"	"1.80%"	"---"	"---"	"---"	"0.8511"	"1"
"161225"	"国投瑞银瑞盈混合(LOF)"	"1.4507"	"1.80%"	"---"	"---"	"---"	"1.4250"	"1"
"007798"	"申万中证申万新兴健康产业指数C"	"1.1468"	"1.80%"	"---"	"---"	"---"	"1.1266"	"1"
"001643"	"汇丰晋信智造先锋股票A"	"1.1876"	"1.80%"	"---"	"---"	"---"	"1.1665"	"1"
"000870"	"嘉实新收益混合"	"1.3752"	"1.79%"	"---"	"---"	"---"	"1.3510"	"1"
"162413"	"华宝中证1000指数分级"	"0.8122"	"1.79%"	"---"	"---"	"---"	"0.7979"	"1"
"004195"	"招商中证1000指数增强C"	"0.9132"	"1.79%"	"---"	"---"	"---"	"0.8972"	"1"
